"area","module_name","declaration_count","allowlisted","handler_exists","source_condition"
"pasture","cgi_pasture_shop_pay","1","true","true","allowed-handler-present"
"pasture","cgi_pasture_use_hourglass","1","true","true","allowed-handler-present"
"pasture","cgi_post_product","1","true","true","allowed-handler-present"
"pasture","cgi_putin","1","true","false","allowed-handler-missing"
"pasture","cgi_raise_cub","1","true","true","allowed-handler-present"
"pasture","cgi_return_gift","1","true","false","allowed-handler-missing"
"pasture","cgi_sale_cub","1","true","true","allowed-handler-present"
"pasture","cgi_sale_product","1","true","true","allowed-handler-present"
"pasture","cgi_set_parade","1","true","true","allowed-handler-present"
"pasture","cgi_signin","1","true","true","allowed-handler-present"
"pasture","cgi_steal_product","1","true","true","allowed-handler-present"
"pasture","cgi_up_animalhouse","1","true","true","allowed-handler-present"
"pasture","cgi_up_animalhouse_query","1","true","true","allowed-handler-present"
"pasture","cgi_up_task_1","1","true","true","allowed-handler-present"
"pasture","cgi_up_task_2","1","true","true","allowed-handler-present"
"pasture","cgi_ws_com","1","true","true","allowed-handler-present"
"pasture","chat_clearchat","1","true","true","allowed-handler-present"
"pasture","chat_getallinfo","1","true","true","allowed-handler-present"
"pasture","chat_sendchat","1","true","true","allowed-handler-present"
"pasture","fcg_ws_get_costfeeds","1","true","true","allowed-handler-present"
"pasture","friend","1","true","true","allowed-handler-present"
"pasture","gb_buy","1","true","true","allowed-handler-present"
"pasture","repertory_sale","1","true","true","allowed-handler-present"
"pasture","repertory_saleall","1","true","true","allowed-handler-present"
"pasture","shop_verify","1","true","true","allowed-handler-present"
"pasture","sysmsg_select","1","true","true","allowed-handler-present"
"pasture","xiaoyoucgi_farm_get_halloweenseed","0","false","true","handler-not-allowlisted"
"pasture","xiaoyoucgi_farm_halloween","0","false","true","handler-not-allowlisted"
"pasture","xiaoyoucgi_farm_qixiflag","0","false","true","handler-not-allowlisted"
"pasture","xiaoyoucgi_pasture_activity","0","false","true","handler-not-allowlisted"
"pasture","xiaoyoucgi_putin","0","false","true","handler-not-allowlisted"
