"source_id","name","original_level","crop_type","seed_price","sale_price","base_yield","experience","growth_seconds","harvest_cycles","land_requirement","is_flower","hidden","vip_only","asset_status","asset_files","integration_policy"
"162","秋菊（红色）","7","1","585","10","37","19","90000","3","0","true","true","false","complete-six-files","6","excluded-hidden"
"164","万圣南瓜","30","1","2873","30","28","18","111600","5","0","false","true","false","complete-six-files","6","excluded-hidden"
"165","茱萸","20","1","1360","35","24","19","115200","4","0","false","true","false","complete-six-files","6","excluded-hidden"
"166","七彩果","50","1","6014","63","30","21","169200","7","0","false","true","false","complete-six-files","6","excluded-hidden"
"167","糖果","10","1","14","20","2","29","86400","1","0","false","true","false","complete-six-files","6","excluded-hidden"
"168","魔法士爱心树","10","1","631","25","24","18","90000","2","0","false","true","false","complete-six-files","6","excluded-hidden"
"169","红色景观树","5","1","245","20","20","21","57600","1","0","false","false","false","complete-six-files","6","core-candidate"
"170","黄色景观树","5","1","245","20","20","21","57600","1","0","false","false","false","complete-six-files","6","core-candidate"
"171","绿色景观树","5","1","245","20","20","21","57600","1","0","false","false","false","complete-six-files","6","core-candidate"
"172","宋梅","25","1","2630","39","27","18","111600","5","0","true","false","false","complete-six-files","6","core-candidate"
"173","夜来香","27","1","1443","33","27","18","111600","5","0","true","false","false","complete-six-files","6","core-candidate"
"174","晚香玉","25","1","1443","31","27","18","111600","5","0","true","true","false","complete-six-files","6","excluded-hidden"
"175","黄花魁","26","1","1443","32","27","18","111600","5","0","true","false","false","complete-six-files","6","core-candidate"
"176","金银花","24","1","2131","30","27","18","111600","5","0","true","true","false","complete-six-files","6","excluded-hidden"
"177","搜搜智慧果","10","1","631","25","24","18","90000","2","0","false","false","false","complete-six-files","6","core-candidate"
"178","三国诸葛羽","15","1","2900","40","29","30","165600","3","0","true","false","false","complete-six-files","6","core-candidate"
"179","家园挚爱花","10","1","550","25","24","18","90000","2","0","true","true","false","complete-six-files","6","excluded-hidden"
"180","战地之星","12","1","900","32","29","25","111600","2","0","false","false","false","partial","4","blocked-assets"
"181","音速星语","11","1","708","29","27","23","100800","2","0","false","false","false","complete-six-files","6","core-candidate"
"182","艳蝶兰","19","1","1900","38","25","25","151200","4","0","true","false","false","partial","4","blocked-assets"
"183","木棉花","25","1","5945","82","29","27","165600","5","0","true","false","false","partial","4","blocked-assets"
"185","似何莲","18","1","3255","62","35","40","230400","3","0","true","false","false","partial","4","blocked-assets"
"186","米兰","22","1","2150","43","25","19","115200","4","0","true","false","false","complete-six-files","6","core-candidate"
"187","君子兰","21","1","2368","37","32","25","151200","4","0","true","false","false","complete-six-files","6","core-candidate"
"188","文殊兰","15","1","1800","50","24","20","111600","3","0","true","false","false","partial","4","blocked-assets"
"189","鸡冠花","34","1","3335","46","29","18","111600","5","0","true","false","false","partial","4","blocked-assets"
"190","阿拉德之花","13","1","1176","42","28","25","111600","2","0","true","false","false","partial","4","blocked-assets"
"191","西游仙桃","12","1","300","15","20","25","111600","2","0","false","false","false","complete-six-files","6","core-candidate"
"192","黄番红花","46","1","680","60","22","16","136800","8","0","true","false","false","partial","4","blocked-assets"
"194","七雄璧玉花","10","1","680","25","24","18","90000","2","0","true","false","false","complete-six-files","6","core-candidate"
"195","飞车花匙","12","1","900","32","29","25","111600","2","0","true","false","false","complete-six-files","6","core-candidate"
"197","火线夜玫瑰","11","1","708","29","27","23","100800","2","0","true","false","false","complete-six-files","6","core-candidate"
"198","大明龙纹花","10","1","660","25","24","18","90000","2","0","true","false","false","complete-six-files","6","core-candidate"
"200","蓝田玉","30","1","3940","256","40","33","144000","5","0","false","false","false","complete-six-files","6","core-candidate"
"201","天山雪莲","40","1","3850","122","41","13","133200","9","1","false","false","false","complete-six-files","6","core-candidate"
"202","金边灵芝","41","1","3900","124","39","12","108000","9","1","false","false","false","complete-six-files","6","core-candidate"
"203","三七","60","1","5300","70","34","21","169200","7","0","false","false","false","partial","4","blocked-assets"
"204","人参","43","1","4150","130","52","17","151200","9","1","false","false","false","complete-six-files","6","core-candidate"
"205","一点红","59","1","5180","69","33","20","162000","8","0","false","false","false","complete-six-files","6","core-candidate"
"206","佛手瓜","43","1","4410","55","22","18","144000","7","0","false","false","false","complete-six-files","6","core-candidate"
"207","八仙花","46","1","3520","60","22","16","136800","8","0","true","false","false","partial","4","blocked-assets"
"208","决明子","53","1","4860","65","31","20","162000","7","0","false","false","false","complete-six-files","6","core-candidate"
"209","关苍术","54","1","4940","66","31","20","165600","7","0","false","false","false","complete-six-files","6","core-candidate"
"210","冬凌草","55","1","4990","67","31","20","165600","7","0","false","false","false","complete-six-files","6","core-candidate"
"211","关白附子","56","1","5000","68","32","21","165600","7","0","false","false","false","complete-six-files","6","core-candidate"
"212","兔儿伞","57","1","5100","59","32","21","165600","7","0","false","false","false","partial","4","blocked-assets"
"218","瓶子树","28","1","3000","80","45","12","90000","8","1","false","false","false","complete-six-files","6","core-candidate"
"219","路易十四","42","1","4000","127","50","16","144000","9","1","true","false","false","complete-six-files","6","core-candidate"
"220","猪笼草","29","1","3160","81","53","14","108000","8","1","false","false","false","complete-six-files","6","core-candidate"
"221","天堂鸟","31","1","3330","83","63","16","108000","8","1","false","false","false","partial","5","blocked-assets"
"222","豹皮花","32","1","3500","84","69","18","133200","8","1","false","false","false","complete-six-files","6","core-candidate"
"223","夏蜡梅","33","1","3520","85","77","20","151200","8","1","false","false","false","complete-six-files","6","core-candidate"
"224","昙花","34","1","3599","100","120","72","277200","1","1","false","false","false","complete-six-files","6","core-candidate"
"225","宝华玉兰","35","1","3625","110","68","22","176400","8","1","true","false","false","complete-six-files","6","core-candidate"
"226","依米花","36","1","3646","112","50","16","118800","8","1","true","false","false","complete-six-files","6","core-candidate"
"227","大王花","37","1","3720","115","58","19","136800","8","1","true","false","false","complete-six-files","6","core-candidate"
"228","人参果","38","1","3768","116","55","18","158400","8","1","false","false","false","complete-six-files","6","core-candidate"
"229","何首乌","42","1","4100","128","50","16","144000","9","1","false","false","false","complete-six-files","6","core-candidate"
"230","多彩葫芦","60","1","9426","144","48","21","144000","3","0","false","false","false","complete-six-files","6","core-candidate"
"231","人参娃","61","1","5648","73","49","22","144000","3","0","false","true","false","complete-six-files","6","excluded-hidden"
"232","七色花","62","1","5375","74","46","19","126000","3","0","false","true","false","complete-six-files","6","excluded-hidden"
"233","宝莲灯","63","1","7000","75","53","24","162000","3","0","false","true","false","complete-six-files","6","excluded-hidden"
"234","食人花","64","1","5880","76","49","19","129600","3","0","true","false","false","partial","5","blocked-assets"
"235","金花茶","39","1","3780","120","50","16","136800","8","1","true","false","false","complete-six-files","6","core-candidate"
"236","橙葫芦","8","1","672","28","48","25","72000","1","0","false","true","false","complete-six-files","6","excluded-hidden"
"237","黄葫芦","12","1","1856","32","58","25","111600","2","0","false","true","false","complete-six-files","6","excluded-hidden"
"238","绿葫芦","16","1","2425","54","60","34","187200","3","0","false","true","false","complete-six-files","6","excluded-hidden"
"239","青葫芦","20","1","1360","35","48","19","115200","4","0","false","true","false","complete-six-files","6","excluded-hidden"
"240","蓝葫芦","24","1","4772","38","54","18","111600","5","0","false","true","false","complete-six-files","6","excluded-hidden"
"241","紫葫芦","28","1","5345","42","56","18","111600","5","0","false","true","false","complete-six-files","6","excluded-hidden"
"242","似血杜鹃","44","1","4200","140","58","20","180000","9","1","true","false","false","complete-six-files","6","core-candidate"
"243","芹叶铁线莲","45","1","4200","145","57","20","180000","9","1","true","false","false","complete-six-files","6","core-candidate"
"244","袋鼠花","48","1","4660","148","53","21","162000","9","1","true","false","false","complete-six-files","6","core-candidate"
"245","红葫芦","4","1","188","24","36","20","54000","1","0","false","true","false","complete-six-files","6","excluded-hidden"
"246","葡萄风信子","46","1","4300","146","48","16","144000","9","1","true","false","false","complete-six-files","6","core-candidate"
"247","醉蝶花","47","1","4400","147","48","16","144000","9","1","true","false","false","complete-six-files","6","core-candidate"
"249","荷包牡丹","49","1","4760","149","53","21","162000","9","1","true","false","false","complete-six-files","6","core-candidate"
"250","冰凌花","53","1","4930","154","61","21","151200","8","1","true","false","false","partial","4","blocked-assets"
"251","鹭草","50","1","4820","150","58","22","151200","8","1","true","false","false","complete-six-files","6","core-candidate"
"253","吊钟花","51","1","5066","152","60","23","162000","8","1","true","false","false","partial","4","blocked-assets"
"257","孔雀草","45","1","4000","160","57","18","104400","6","1","false","false","false","partial","4","blocked-assets"
"260","桉树","45","1","4000","160","57","18","104400","6","1","false","false","false","partial","4","blocked-assets"
"262","帝王花","54","1","4960","154","61","21","180000","9","1","true","false","false","partial","3","blocked-assets"
"264","红色郁金香","20","1","2540","233","35","28","115200","4","0","false","false","false","complete-six-files","6","core-candidate"
"265","朱雀花","50","1","4500","180","50","21","169200","7","1","false","false","false","partial","4","blocked-assets"
"266","羊乳花","52","1","4900","153","60","22","162000","8","1","true","false","false","partial","4","blocked-assets"
"267","地涌金莲","58","1","7650","456","53","42","136800","5","0","false","false","false","complete-six-files","6","core-candidate"
"268","猴面包树","55","1","4980","155","62","21","180000","9","1","false","false","false","partial","4","blocked-assets"
"269","桔梗花","10","1","1530","230","30","27","86400","2","0","false","false","false","complete-six-files","6","core-candidate"
"301","蛋黄果","49","1","4760","61","49","21","162000","7","0","false","false","false","complete-six-files","6","core-candidate"
"302","沙棘","50","1","4790","62","29","21","169200","7","0","false","false","false","complete-six-files","6","core-candidate"
"303","榅桲","51","1","4820","63","31","23","180000","7","0","false","false","false","complete-six-files","6","core-candidate"
"304","黄金果","52","1","4830","64","31","22","169200","7","0","false","false","false","complete-six-files","6","core-candidate"
"305","韭菜","6","1","273","26","21","22","61200","1","0","false","false","false","complete-six-files","6","core-candidate"
"306","芹菜","8","1","336","28","24","25","72000","1","0","false","false","false","partial","5","blocked-assets"
"308","核桃","9","1","362","29","24","21","61200","1","0","false","false","false","partial","4","blocked-assets"
"309","雪梅花","30","1","20336","82","62","16","126000","8","0","true","true","false","complete-six-files","6","excluded-hidden"
"310","雪人","30","1","3150","44","28","18","111600","5","0","false","true","false","complete-six-files","6","excluded-hidden"
"311","星星圣诞树","8","1","300","82","10","30","86400","1","0","false","true","false","complete-six-files","6","excluded-hidden"
"312","姜饼人圣诞树","8","1","300","82","10","30","86400","1","0","false","true","false","complete-six-files","6","excluded-hidden"
"313","拐杖圣诞树","8","1","300","82","10","30","86400","1","0","false","true","false","complete-six-files","6","excluded-hidden"
"314","金色圣诞树","50","1","6200","62","29","21","169200","7","0","false","true","false","complete-six-files","6","excluded-hidden"
"315","幸福平安果","30","1","19367","82","62","16","126000","8","0","false","true","false","complete-six-files","6","excluded-hidden"
"316","幸运数字0","0","1","125","21","17","18","46800","1","0","false","false","false","complete-six-files","6","core-candidate"
"317","幸运数字1","1","1","130","22","17","19","50400","1","0","false","false","false","complete-six-files","6","core-candidate"
"318","幸运数字2","2","1","134","21","18","19","50400","1","0","false","false","false","complete-six-files","6","core-candidate"
"319","幸运数字3","3","1","129","20","17","15","39600","1","0","false","false","false","complete-six-files","6","core-candidate"
"320","幸运数字4","4","1","134","21","18","15","39600","1","0","false","false","false","partial","5","blocked-assets"
"321","幸运数字5","5","1","178","25","20","21","57600","1","0","false","false","false","partial","5","blocked-assets"
"322","幸运数字6","6","1","195","26","21","22","61200","1","0","false","false","false","complete-six-files","6","core-candidate"
"323","幸运数字7","7","1","212","27","22","23","64800","1","0","false","false","false","complete-six-files","6","core-candidate"
"324","幸运数字8","8","1","240","28","24","25","72000","1","0","false","false","false","partial","5","blocked-assets"
"325","幸运数字9","9","1","267","30","25","27","79200","1","0","false","false","false","partial","5","blocked-assets"
"326","黄钻之星","50","1","4790","62","29","21","169200","7","0","false","true","false","complete-six-files","6","excluded-hidden"
"327","爆竹树","40","1","4056","52","26","16","104400","6","0","false","false","false","complete-six-files","6","core-candidate"
"328","合家欢","45","1","4588","57","23","14","104400","7","0","false","false","false","complete-six-files","6","core-candidate"
"329","红包树","38","1","3900","50","26","16","108000","6","0","false","false","false","complete-six-files","6","core-candidate"
"330","浮云树","25","1","2393","39","27","18","111600","5","0","false","false","false","complete-six-files","6","core-candidate"
"332","新年灯笼树","15","1","2044","47","29","30","165600","3","0","false","false","false","complete-six-files","6","core-candidate"
"333","吉祥豆","20","1","4050","75","27","27","165600","4","0","false","false","false","complete-six-files","6","core-candidate"
"334","悦活绿植娃娃","5","1","237","25","20","21","57600","1","0","false","false","false","complete-six-files","6","core-candidate"
