"source_id","name","set_name","item_type","item_type_name","source_kind","source_file","source_sha256","runtime_asset","runtime_sha256","runtime_thumbnail","runtime_thumbnail_sha256","width","height","visual_review_status","processing_status"
"27","新年小屋","新年快乐","2","house","swf-content-frame","content-frame/27.swf.png","ec9258559f032707c05c59b41a58cbb4170c85a8ea7fc2b07475ebad3a732096","apps/web/public/assets/manor/classic/decorations/items/27.png","ec9258559f032707c05c59b41a58cbb4170c85a8ea7fc2b07475ebad3a732096","apps/web/public/assets/manor/classic/decorations/thumbnails/27.jpg","db92f9db598e1af71f04183b0fac001e0e318de0568311e54217b2a2f66bd380","166","167","reviewed-ok","ready"
"28","新年围墙","新年快乐","3","fence","swf-content-frame","content-frame/28.swf.png","51cd384b1084e607f42c7de2d2e5b4a3398a1823d77567b23a6fa3ebeb599c61","apps/web/public/assets/manor/classic/decorations/items/28.png","51cd384b1084e607f42c7de2d2e5b4a3398a1823d77567b23a6fa3ebeb599c61","apps/web/public/assets/manor/classic/decorations/thumbnails/28.jpg","9e5c51bca4cf8d60bf928e28e4217bb1f479c10e6993e8d580cef5e6525cbade","571","231","reviewed-ok","ready"
"29","新年狗窝","新年快乐","4","doghouse","swf-content-frame","content-frame/29.swf.png","17bcad65f78c331f40a9b0256e2643b5a884db5e9cbc4b786452d6ec10b76cbb","apps/web/public/assets/manor/classic/decorations/items/29.png","17bcad65f78c331f40a9b0256e2643b5a884db5e9cbc4b786452d6ec10b76cbb","apps/web/public/assets/manor/classic/decorations/thumbnails/29.jpg","88b1e09d4ed314694083480f361d76b97c4e21174282b6fcd1ab7f4e21c3f8c9","80","75","reviewed-ok","ready"
"31","夏日海滩","夏日海滩","1","background","full-image","module/nc/farm/diy/31f.jpg","3b4da348e2966c040ba4e4a23abf217d2153612f1f08d9726a7d807d20c01d04","apps/web/public/assets/manor/classic/decorations/items/31.jpg","3b4da348e2966c040ba4e4a23abf217d2153612f1f08d9726a7d807d20c01d04","apps/web/public/assets/manor/classic/decorations/thumbnails/31.jpg","f85db4fa4dc6f57f1a1c4240b3e22a7a4c5c7c9c0432173e4428239c7819926a","1024","768","reviewed-ok","ready"
"32","海滩别墅","夏日海滩","2","house","swf-content-frame","content-frame/32.swf.png","2cd0c8c745fe762290124e29f74b9459cad3386db0af264a19d3b285db5c0f6e","apps/web/public/assets/manor/classic/decorations/items/32.png","2cd0c8c745fe762290124e29f74b9459cad3386db0af264a19d3b285db5c0f6e","apps/web/public/assets/manor/classic/decorations/thumbnails/32.jpg","5e3edb7da134ce3c6b40fad34277e15a55f906988ed96b0242537002800bf048","219","190","reviewed-ok","ready"
"33","海滩栅栏","夏日海滩","3","fence","swf-content-frame","content-frame/33.swf.png","570a2761dbb229326c8d071a5bd961121d404909f3b4e7d1102b804d6cfaeca5","apps/web/public/assets/manor/classic/decorations/items/33.png","570a2761dbb229326c8d071a5bd961121d404909f3b4e7d1102b804d6cfaeca5","apps/web/public/assets/manor/classic/decorations/thumbnails/33.jpg","a0f873b904cc172971a0c0d91805854c4678203dd704e3a2beee21273326736e","542","253","reviewed-ok","ready"
"34","海滩狗窝","夏日海滩","4","doghouse","swf-content-frame","content-frame/34.swf.png","9ae3aae96826b1554330dbb59f1714a2d3b0fce24480efd3bf385cc20c92e64b","apps/web/public/assets/manor/classic/decorations/items/34.png","9ae3aae96826b1554330dbb59f1714a2d3b0fce24480efd3bf385cc20c92e64b","apps/web/public/assets/manor/classic/decorations/thumbnails/34.jpg","912f1c6761167d8f7d0179bdf926942cb3acaa75e5ae0e1244ce3f514669c3c5","79","69","reviewed-ok","ready"
"41","浓情原野","青春草原套装","1","background","swf-stage-frame","stage-frame/41.swf/1.png","62cea92f2fe4d4e136b564a1d6d3041b66deb30c62ebaa7ea3a12eee087515cd","apps/web/public/assets/manor/classic/decorations/items/41.png","62cea92f2fe4d4e136b564a1d6d3041b66deb30c62ebaa7ea3a12eee087515cd","apps/web/public/assets/manor/classic/decorations/thumbnails/41.jpg","ca7c01ae2e516c73f9c0f3bc0faa0935f7bdf190942b33d41bc2379ea6219f4d","1024","768","reviewed-ok","ready"
"42","温情蒙古包","青春草原套装","2","house","swf-content-frame","content-frame/42.swf.png","879f13c2b5fe3a54d2dc047e4c24ddc053732e52f2b53a7c2463d20bc50395b2","apps/web/public/assets/manor/classic/decorations/items/42.png","879f13c2b5fe3a54d2dc047e4c24ddc053732e52f2b53a7c2463d20bc50395b2","apps/web/public/assets/manor/classic/decorations/thumbnails/42.jpg","602746b73753af4f3422526f473ddd22e601b9689d31fcc26b7a598af2a2e30e","222","207","reviewed-ok","ready"
"43","怡情围毡","青春草原套装","3","fence","swf-content-frame","content-frame/43.swf.png","86db933d322de6d10984e95ed527cbedd77df4ca05d271f4438d744caa97553e","apps/web/public/assets/manor/classic/decorations/items/43.png","86db933d322de6d10984e95ed527cbedd77df4ca05d271f4438d744caa97553e","apps/web/public/assets/manor/classic/decorations/thumbnails/43.jpg","f24748ab5c273d016732a35d667c236f02d26aa588094d5fc7154dd63d2d2be3","554","257","reviewed-ok","ready"
"44","风情獒窝","青春草原套装","4","doghouse","swf-content-frame","content-frame/44.swf.png","a74ceeb5fba626ae80571909840c4c8da1a25eb5aaed42764ce5abb7195af467","apps/web/public/assets/manor/classic/decorations/items/44.png","a74ceeb5fba626ae80571909840c4c8da1a25eb5aaed42764ce5abb7195af467","apps/web/public/assets/manor/classic/decorations/thumbnails/44.jpg","3bdb4fe429905868d9374f174b4bd3f58b6a61737d2dade454fbd5b7b2cfac5c","84","71","reviewed-ok","ready"
"45","魔幻乐园背景","魔幻乐园套装","1","background","swf-stage-frame","stage-frame/45.swf/1.png","6722efc6afbd4f9441f3c68388d498f31e15e450915ad65904bc0879712bbf3b","apps/web/public/assets/manor/classic/decorations/items/45.png","6722efc6afbd4f9441f3c68388d498f31e15e450915ad65904bc0879712bbf3b","apps/web/public/assets/manor/classic/decorations/thumbnails/45.jpg","85b90b2c56267e4b96abc8069a968e905585d745f4c0531cd33585b4d5cf36aa","1024","768","reviewed-ok","ready"
"46","蘑菇小屋","魔幻乐园套装","2","house","swf-content-frame","content-frame/46.swf.png","92244ab5bf21ed6acdf0e91c7ac0f1e04caff911364e1d8a0a63f2f2baac9d8f","apps/web/public/assets/manor/classic/decorations/items/46.png","92244ab5bf21ed6acdf0e91c7ac0f1e04caff911364e1d8a0a63f2f2baac9d8f","apps/web/public/assets/manor/classic/decorations/thumbnails/46.jpg","28d491440d72291dd8c6f11809215ce7919a0cce2df339146bb5aa686694c17c","270","143","reviewed-ok","ready"
"47","迷幻栅栏","魔幻乐园套装","3","fence","swf-content-frame","content-frame/47.swf.png","42e8935f266d57abec471468d18d2f665112e2e06b160d411d5e96e80a315ab9","apps/web/public/assets/manor/classic/decorations/items/47.png","42e8935f266d57abec471468d18d2f665112e2e06b160d411d5e96e80a315ab9","apps/web/public/assets/manor/classic/decorations/thumbnails/47.jpg","d42eaa956f3a7046d795994b3ad8ca8f2a322d86da5e8c0b710bb4ade3fc27ea","561","231","reviewed-ok","ready"
"48","迷你狗窝","魔幻乐园套装","4","doghouse","swf-content-frame","content-frame/48.swf.png","b737213516640e8262204768639dbf7194a0449900ba421764463bbe8840cb7f","apps/web/public/assets/manor/classic/decorations/items/48.png","b737213516640e8262204768639dbf7194a0449900ba421764463bbe8840cb7f","apps/web/public/assets/manor/classic/decorations/thumbnails/48.jpg","5979b7f4cda6220055d481da351fd70d17a1cc0e8629e6ec161649086bb0c50d","54","43","reviewed-ok","ready"
"49","欧洲田园风光","欧洲田园风光","1","background","swf-stage-frame","stage-frame/49.swf/1.png","d369afab3a44909e723f5f2a9b66509de7b4436ff3d5368171752cb5506ec8b5","apps/web/public/assets/manor/classic/decorations/items/49.png","d369afab3a44909e723f5f2a9b66509de7b4436ff3d5368171752cb5506ec8b5","apps/web/public/assets/manor/classic/decorations/thumbnails/49.jpg","cadaf6c48a19d40eb8e0ff9d2ea12a1661b4abe36f9c31fa8960abe7068978e2","1036","803","reviewed-ok","ready"
"50","欧式简装别墅","欧洲田园风光","2","house","swf-content-frame","content-frame/50.swf.png","a73d0c52deba2991435dcb236d140e6c09f0369b13a73a5774f4fecf831aaf57","apps/web/public/assets/manor/classic/decorations/items/50.png","a73d0c52deba2991435dcb236d140e6c09f0369b13a73a5774f4fecf831aaf57","apps/web/public/assets/manor/classic/decorations/thumbnails/50.jpg","a670c21a6581020493d02fa2671a0297deaeffc5897fb6fbe6f4b6aad92cd85d","274","198","reviewed-ok","ready"
"51","欧式栅栏","欧洲田园风光","3","fence","swf-content-frame","content-frame/51.swf.png","7a4f2fc909b2a0344244269b2b15b968df98bbcdb5d3cdbbee0fb547d4d5c2bf","apps/web/public/assets/manor/classic/decorations/items/51.png","7a4f2fc909b2a0344244269b2b15b968df98bbcdb5d3cdbbee0fb547d4d5c2bf","apps/web/public/assets/manor/classic/decorations/thumbnails/51.jpg","619904dea1e6a5d6521063cab452ccfcbdc689528b1b119c4ce464baa4010100","1064","698","reviewed-ok","ready"
"52","欧洲风情小狗窝","欧洲田园风光","4","doghouse","swf-content-frame","content-frame/52.swf.png","4c5834ae2a1f7e3823bdb54dbf1bc66a35436e1666f598ffa9b2c88df32cc3bb","apps/web/public/assets/manor/classic/decorations/items/52.png","4c5834ae2a1f7e3823bdb54dbf1bc66a35436e1666f598ffa9b2c88df32cc3bb","apps/web/public/assets/manor/classic/decorations/thumbnails/52.jpg","244984ec622e00362e52a1487c23919afd958d47b7ad5f16df1c309a1596d1de","67","68","reviewed-ok","ready"
"53","阿尔卑斯山风光","阿尔卑斯山风光","1","background","swf-stage-frame","stage-frame/53.swf/1.png","ee7f3eb10f280fce4b84fae4cf32d2ecf5b4f3a1a7492715f185034e8c9cf99b","apps/web/public/assets/manor/classic/decorations/items/53.png","ee7f3eb10f280fce4b84fae4cf32d2ecf5b4f3a1a7492715f185034e8c9cf99b","apps/web/public/assets/manor/classic/decorations/thumbnails/53.jpg","7df7cf0362cec9a0a7abbd2ad684a630b07de4e28537a5553351c11e496629aa","1036","803","reviewed-ok","ready"
"55","阿尔卑斯特产栅栏","阿尔卑斯山风光","3","fence","swf-content-frame","content-frame/55.swf.png","b5d8b6dc398501966a967733aaa06f30d82571b1b65d53240b511fee5583d820","apps/web/public/assets/manor/classic/decorations/items/55.png","b5d8b6dc398501966a967733aaa06f30d82571b1b65d53240b511fee5583d820","apps/web/public/assets/manor/classic/decorations/thumbnails/55.jpg","a44fea2abfe1e7a16ac17de57f47e5f801bdc96784bb0ad0f3eaddd0b4bc704e","383","394","reviewed-ok","ready"
"56","阿尔卑斯特产狗屋","阿尔卑斯山风光","4","doghouse","swf-content-frame","content-frame/56.swf.png","de4d3f274b6332c4766687628610ff16c73148a7391f308aa25c6ebb6ec37bbf","apps/web/public/assets/manor/classic/decorations/items/56.png","de4d3f274b6332c4766687628610ff16c73148a7391f308aa25c6ebb6ec37bbf","apps/web/public/assets/manor/classic/decorations/thumbnails/56.jpg","92dc5e34c2d99de42699dfe00406049e6235f5b26d9f9030cd1422d310f32361","85","90","reviewed-ok","ready"
"57","地中海风情","地中海套装","1","background","swf-stage-frame","stage-frame/57.swf/1.png","8db71af4e5ac8f65e18b5dfb94b1b385844521077e1cb21061f427e8eadb1fb3","apps/web/public/assets/manor/classic/decorations/items/57.png","8db71af4e5ac8f65e18b5dfb94b1b385844521077e1cb21061f427e8eadb1fb3","apps/web/public/assets/manor/classic/decorations/thumbnails/57.jpg","a70194b943ca8a26ecc98da10cf1f64bdc6d9d3175e895c098dd2fe72f9cc56d","1024","768","reviewed-ok","ready"
"58","迷情蓝堡","地中海套装","2","house","swf-content-frame","content-frame/58.swf.png","28375cb5bf5b03566d4a5201d8d08baf66f9eb6a02e092f0f925aae5df8723f0","apps/web/public/assets/manor/classic/decorations/items/58.png","28375cb5bf5b03566d4a5201d8d08baf66f9eb6a02e092f0f925aae5df8723f0","apps/web/public/assets/manor/classic/decorations/thumbnails/58.jpg","2e04990439e108b9d04e240f4a7b6c9a41d25105ba13d53d4b83d37f6e21c2d3","216","238","reviewed-ok","ready"
"59","白沙围廊","地中海套装","3","fence","swf-content-frame","content-frame/59.swf.png","74336645e9d077f22d769210dea7801f671e56a907525798f6d97ab4ce63ce0c","apps/web/public/assets/manor/classic/decorations/items/59.png","74336645e9d077f22d769210dea7801f671e56a907525798f6d97ab4ce63ce0c","apps/web/public/assets/manor/classic/decorations/thumbnails/59.jpg","39502fe63aeb6a54245ea40df0aa76abc102f81b59edaeaae5173a5c3b91ea6b","560","225","reviewed-ok","ready"
"60","贝鲁特犬舍","地中海套装","4","doghouse","swf-content-frame","content-frame/60.swf.png","0cbec6b948d78fa6310debc73e83f6424e61ee1911ccf43c0c5c2c1c3357ae92","apps/web/public/assets/manor/classic/decorations/items/60.png","0cbec6b948d78fa6310debc73e83f6424e61ee1911ccf43c0c5c2c1c3357ae92","apps/web/public/assets/manor/classic/decorations/thumbnails/60.jpg","af70a265d180fec5b9d6497ce530e7cbdf1e87d5b7a19b5e960180564af08e37","76","75","reviewed-ok","ready"
"61","仙踪林背景","仙踪林套装","1","background","swf-stage-frame","stage-frame/61.swf/1.png","5bac23c13b736e0aa45810ee50e816d8e627f24ecd41f907d628aec594ebf195","apps/web/public/assets/manor/classic/decorations/items/61.png","5bac23c13b736e0aa45810ee50e816d8e627f24ecd41f907d628aec594ebf195","apps/web/public/assets/manor/classic/decorations/thumbnails/61.jpg","9613c2b7587bf1ae25999fef1d03cc4b868d5241122808977b7a520cd7341e67","1024","768","reviewed-ok","ready"
"62","豪华别墅","仙踪林套装","2","house","swf-content-frame","content-frame/62.swf.png","d2912b033e66db6e15eb6abe0c228b004e846e57688d52559dfa4591f2fb9962","apps/web/public/assets/manor/classic/decorations/items/62.png","d2912b033e66db6e15eb6abe0c228b004e846e57688d52559dfa4591f2fb9962","apps/web/public/assets/manor/classic/decorations/thumbnails/62.jpg","302e7cc40e96e8c70a77323aaa16567ff8a2030f8ab04d663fe1cad86dbb2a36","331","217","reviewed-ok","ready"
"63","木制栅栏","仙踪林套装","3","fence","swf-content-frame","content-frame/63.swf.png","72cfb02f99f9c5d7a084d4b5c47f5c0a2e64dbc9430189dd03d6e5e5c62c04b1","apps/web/public/assets/manor/classic/decorations/items/63.png","72cfb02f99f9c5d7a084d4b5c47f5c0a2e64dbc9430189dd03d6e5e5c62c04b1","apps/web/public/assets/manor/classic/decorations/thumbnails/63.jpg","1efd33b699faf3bcb059e11e89609c2b321a31fcef91b475cc143b0b7f27e8a4","531","155","reviewed-ok","ready"
"64","豪华狗窝","仙踪林套装","4","doghouse","swf-content-frame","content-frame/64.swf.png","21bc875e62dfd0206ff4493532be5761cb07f0ffa01b27af046e1a47866bfa4e","apps/web/public/assets/manor/classic/decorations/items/64.png","21bc875e62dfd0206ff4493532be5761cb07f0ffa01b27af046e1a47866bfa4e","apps/web/public/assets/manor/classic/decorations/thumbnails/64.jpg","6c7b7a77d75e3ada4dc29412c519245b5740a5e0c447edbc10b0d38ddcb6fa98","70","60","reviewed-ok","ready"
"65","水果熟啦背景","入秋套装","1","background","swf-stage-frame","stage-frame/65.swf/1.png","c1b2ed30ad63cd63dd2391feb80a7a47d9b676e892c820212482b3dea17b1ff1","apps/web/public/assets/manor/classic/decorations/items/65.png","c1b2ed30ad63cd63dd2391feb80a7a47d9b676e892c820212482b3dea17b1ff1","apps/web/public/assets/manor/classic/decorations/thumbnails/65.jpg","0c121ab0139822dc8de23884ecfb4411779a5b04768f9ef18bc5c859f04afa26","1024","768","reviewed-ok","ready"
"67","铅笔栅栏","入秋套装","3","fence","swf-content-frame","content-frame/67.swf.png","5f91c870a9f81739859cc0462ffcac6380662351191f5d00b7c96d84dc5fd3c2","apps/web/public/assets/manor/classic/decorations/items/67.png","5f91c870a9f81739859cc0462ffcac6380662351191f5d00b7c96d84dc5fd3c2","apps/web/public/assets/manor/classic/decorations/thumbnails/67.jpg","b8e9472a1a891e10652f4ac64de9c10d6e0c45d18b78cd99362c3b914db0f15f","534","232","reviewed-ok","ready"
"68","可爱狗窝","入秋套装","4","doghouse","swf-content-frame","content-frame/68.swf.png","c84180318b224adb3eacf2a74040c3c9b908d6b4d6b972947e9c9ad37b6962b1","apps/web/public/assets/manor/classic/decorations/items/68.png","c84180318b224adb3eacf2a74040c3c9b908d6b4d6b972947e9c9ad37b6962b1","apps/web/public/assets/manor/classic/decorations/thumbnails/68.jpg","4d7c943b37454174976f70ab99e025e27f1afab5e679d3ee845994f43c25b9bf","99","76","reviewed-ok","ready"
"69","荷塘夜色背景","水墨荷塘套装","1","background","swf-stage-frame","stage-frame/69.swf/1.png","bea187900bf7636a0f07ca5a580eda8ed188a7791fdd21b3a9de57f2920c984b","apps/web/public/assets/manor/classic/decorations/items/69.png","bea187900bf7636a0f07ca5a580eda8ed188a7791fdd21b3a9de57f2920c984b","apps/web/public/assets/manor/classic/decorations/thumbnails/69.jpg","1f06a82c6ef79e4ae1d7ebcbe7b996380a8d7b5c12265d0a3cbd9d7d9b3df719","1024","786","reviewed-ok","ready"
"70","两楼小屋","水墨荷塘套装","2","house","swf-content-frame","content-frame/70.swf.png","d5ca7b0c8285739e4f1cbc4d9c929dfae1bd762547e83807e09cd04610008bbf","apps/web/public/assets/manor/classic/decorations/items/70.png","d5ca7b0c8285739e4f1cbc4d9c929dfae1bd762547e83807e09cd04610008bbf","apps/web/public/assets/manor/classic/decorations/thumbnails/70.jpg","b26e87b67e3b8f99f7e909449b5db97425de3cc0209bfa5cc5faf47e1123e194","257","258","reviewed-ok","ready"
"71","石柱栅栏","水墨荷塘套装","3","fence","swf-content-frame","content-frame/71.swf.png","84933502104e7d11e4b3ecafcbec425ebd55dcbebc20a9f9b4b927576ffa66ee","apps/web/public/assets/manor/classic/decorations/items/71.png","84933502104e7d11e4b3ecafcbec425ebd55dcbebc20a9f9b4b927576ffa66ee","apps/web/public/assets/manor/classic/decorations/thumbnails/71.jpg","7d381f99a7b4f9594b590f666b18f98307f2c7d56f7ab0a17ca43eca5d94e0bf","581","219","reviewed-ok","ready"
"72","复古狗窝","水墨荷塘套装","4","doghouse","swf-content-frame","content-frame/72.swf.png","a7596430be46cc76799e681e60868c443d1bd3c49524170dea114cc67f00eb2e","apps/web/public/assets/manor/classic/decorations/items/72.png","a7596430be46cc76799e681e60868c443d1bd3c49524170dea114cc67f00eb2e","apps/web/public/assets/manor/classic/decorations/thumbnails/72.jpg","c301972de2d2da187db07a9edb4da6f0bcbfb6d143586af9424c54d9d1e022d3","84","82","reviewed-ok","ready"
"73","月光狂想背景","月光狂想背景","1","background","swf-stage-frame","stage-frame/73.swf/1.png","64991285197c20e98f4dd9ee9bb9f9d3b74e0449d3ede66404c79d944197b3fa","apps/web/public/assets/manor/classic/decorations/items/73.png","64991285197c20e98f4dd9ee9bb9f9d3b74e0449d3ede66404c79d944197b3fa","apps/web/public/assets/manor/classic/decorations/thumbnails/73.jpg","fc946950ad1237c8fcb75e49906c014143fbbde37e84f6a03c99dc571f7d20ff","1024","768","reviewed-ok","ready"
"74","精灵小屋","精灵小屋","2","house","swf-content-frame","content-frame/74.swf.png","75997fea2553bfd9a42958a6f840aefb60787ddfddb92f8f4c2a787e79c24f25","apps/web/public/assets/manor/classic/decorations/items/74.png","75997fea2553bfd9a42958a6f840aefb60787ddfddb92f8f4c2a787e79c24f25","apps/web/public/assets/manor/classic/decorations/thumbnails/74.jpg","8af3275df2dfae91d7add5db880341a612f31ba8f8c143b61579afe63d22404f","287","281","reviewed-ok","ready"
"75","月下连桩","月下连桩","3","fence","swf-content-frame","content-frame/75.swf.png","ad55e0d52e9d3a68866a1ff33ab00445bc8acba50ba8e95d0c41ffd2b423802a","apps/web/public/assets/manor/classic/decorations/items/75.png","ad55e0d52e9d3a68866a1ff33ab00445bc8acba50ba8e95d0c41ffd2b423802a","apps/web/public/assets/manor/classic/decorations/thumbnails/75.jpg","a7a2c8ef8bc3155a3b8181d7ea188063e74e4b4fccbcf5e97b1f8a43181790b9","570","241","reviewed-ok","ready"
"77","操场背景","回归学校套装","1","background","swf-stage-frame","stage-frame/77.swf/1.png","b6c96fb2dd2bb7327a58e0c8ddd18b3ec6ecbdefdc81bda3e57a97f7bd59ad0b","apps/web/public/assets/manor/classic/decorations/items/77.png","b6c96fb2dd2bb7327a58e0c8ddd18b3ec6ecbdefdc81bda3e57a97f7bd59ad0b","apps/web/public/assets/manor/classic/decorations/thumbnails/77.jpg","625965137af8f8c3ccb69dea885cd9483ae8b6a45f56d8e8ad08843dba8a7796","1036","803","reviewed-ok","ready"
"78","教学大楼","回归学校套装","2","house","swf-content-frame","content-frame/78.swf.png","c9acbedbf89a599a098917cdf5dd30bb06813e656ba6240a61708225ae351fab","apps/web/public/assets/manor/classic/decorations/items/78.png","c9acbedbf89a599a098917cdf5dd30bb06813e656ba6240a61708225ae351fab","apps/web/public/assets/manor/classic/decorations/thumbnails/78.jpg","49477dc6a82cf384ac497b187001e8015a453b29a3aeb60991b151f8de8748cb","166","157","reviewed-ok","ready"
"79","树木栅栏","回归学校套装","3","fence","swf-content-frame","content-frame/79.swf.png","b6319abe5b0b3914e7147a054d8fdb4056c0bf6be5be04a503a1f16c6cba2560","apps/web/public/assets/manor/classic/decorations/items/79.png","b6319abe5b0b3914e7147a054d8fdb4056c0bf6be5be04a503a1f16c6cba2560","apps/web/public/assets/manor/classic/decorations/thumbnails/79.jpg","fbf29faeda3ed660b911fe486bac3047a3c28a24e67a3ff8151a9f2a87e38af1","488","224","reviewed-ok","ready"
"80","平顶狗窝","回归学校套装","4","doghouse","swf-content-frame","content-frame/80.swf.png","fb00e20c16f1451ead8a2941809d08faf8c2ab8317dd54bc6f7b355988fa65b4","apps/web/public/assets/manor/classic/decorations/items/80.png","fb00e20c16f1451ead8a2941809d08faf8c2ab8317dd54bc6f7b355988fa65b4","apps/web/public/assets/manor/classic/decorations/thumbnails/80.jpg","c9cb05c3cb4846de246c09276561c0b8003f00b12b4024cc72d7986b87417550","63","57","reviewed-ok","ready"
