"source_id","name","set_name","item_type","item_type_name","original_level","coin_price","premium_price","discounted_premium_price","experience","valid_seconds","swf_file","preview_file","thumbnail_file","alternate_file","source_files_present","source_completeness","known_issue","extraction_policy","integration_policy","preferred_runtime_source","processing_status"
"262","公益大屋","公益套装","2","house","0","16299","38","30","114","2592000","module/nc/farm/diy/262.swf","module/nc/farm/diy/262.jpg","module/nc/farm/diy/262b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/262.swf","mapped-not-extracted"
"263","公益围栏","公益套装","3","fence","0","9108","23","18","69","2592000","module/nc/farm/diy/263.swf","module/nc/farm/diy/263.jpg","module/nc/farm/diy/263b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/263.swf","mapped-not-extracted"
"264","公益狗窝","公益套装","4","doghouse","0","7856","18","15","55","2592000","module/nc/farm/diy/264.swf","module/nc/farm/diy/264.jpg","module/nc/farm/diy/264b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/264.swf","mapped-not-extracted"
"76","光影狗窝","光影狗窝","4","doghouse","0","8599","19","15","66","2592000","module/nc/farm/diy/76.swf","module/nc/farm/diy/76.jpg","module/nc/farm/diy/76b.jpg","","3","complete-swf","","extract-swf","deferred-validation","module/nc/farm/diy/76.swf","mapped-not-extracted"
"11","春日风车背景","荷兰葵花系列","1","background","0","14499","50","40","288","2592000","module/nc/farm/diy/11.swf","module/nc/farm/diy/11.jpg","module/nc/farm/diy/11b.jpg","module/nc/farm/diy/11f.jpg","4","complete-swf","","extract-swf","default","module/nc/farm/diy/11.swf","mapped-not-extracted"
"12","绿顶小木屋","荷兰葵花系列","2","house","0","9999","40","32","200","2592000","module/nc/farm/diy/12.swf","module/nc/farm/diy/12.jpg","module/nc/farm/diy/12b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/12.swf","mapped-not-extracted"
"13","爱心木栅栏","荷兰葵花系列","3","fence","0","5999","25","20","120","2592000","module/nc/farm/diy/13.swf","module/nc/farm/diy/13.jpg","module/nc/farm/diy/13b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/13.swf","mapped-not-extracted"
"14","木制小狗窝","荷兰葵花系列","4","doghouse","0","4999","20","16","96","2592000","module/nc/farm/diy/14.swf","module/nc/farm/diy/14.jpg","module/nc/farm/diy/14b.jpg","","3","complete-swf","","extract-swf","deferred-validation","module/nc/farm/diy/14.swf","mapped-not-extracted"
"249","虎年新春背景","虎年新春","1","background","0","25268","55","44","165","2592000","module/nc/farm/diy/249.swf","module/nc/farm/diy/249.jpg","module/nc/farm/diy/249b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/249.swf","mapped-not-extracted"
"250","虎年大屋","虎年新春","2","house","0","16299","38","30","114","2592000","module/nc/farm/diy/250.swf","module/nc/farm/diy/250.jpg","module/nc/farm/diy/250b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/250.swf","mapped-not-extracted"
"251","新年红栏","虎年新春","3","fence","0","9108","23","18","69","2592000","module/nc/farm/diy/251.swf","module/nc/farm/diy/251.jpg","module/nc/farm/diy/251b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/251.swf","mapped-not-extracted"
"252","新春狗窝","虎年新春","4","doghouse","0","7856","18","15","55","2592000","module/nc/farm/diy/252.swf","module/nc/farm/diy/252.jpg","module/nc/farm/diy/252b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/252.swf","mapped-not-extracted"
"77","操场背景","回归学校套装","1","background","0","23088","55","44","165","2592000","module/nc/farm/diy/77.swf","module/nc/farm/diy/77.jpg","module/nc/farm/diy/77b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/77.swf","mapped-not-extracted"
"78","教学大楼","回归学校套装","2","house","0","15999","38","30","114","2592000","module/nc/farm/diy/78.swf","module/nc/farm/diy/78.jpg","module/nc/farm/diy/78b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/78.swf","mapped-not-extracted"
"79","树木栅栏","回归学校套装","3","fence","0","9588","23","18","69","2592000","module/nc/farm/diy/79.swf","module/nc/farm/diy/79.jpg","module/nc/farm/diy/79b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/79.swf","mapped-not-extracted"
"80","平顶狗窝","回归学校套装","4","doghouse","0","7688","18","15","55","2592000","module/nc/farm/diy/80.swf","module/nc/farm/diy/80.jpg","module/nc/farm/diy/80b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/80.swf","mapped-not-extracted"
"404","简单世界","简单世界","1","background","0","14499","50","40","288","2592000","module/nc/farm/diy/404.swf","module/nc/farm/diy/404.jpg","module/nc/farm/diy/404b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/404.swf","mapped-not-extracted"
"405","简单小屋","简单世界","2","house","0","10099","40","32","200","2592000","module/nc/farm/diy/405.swf","module/nc/farm/diy/405.jpg","module/nc/farm/diy/405b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/405.swf","mapped-not-extracted"
"406","简单围墙","简单世界","3","fence","0","5989","25","20","120","2592000","module/nc/farm/diy/406.swf","module/nc/farm/diy/406.jpg","module/nc/farm/diy/406b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/406.swf","mapped-not-extracted"
"407","简单狗窝","简单世界","4","doghouse","0","5899","20","16","96","2592000","module/nc/farm/diy/407.swf","module/nc/farm/diy/407.jpg","module/nc/farm/diy/407b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/407.swf","mapped-not-extracted"
"74","精灵小屋","精灵小屋","2","house","0","17999","40","32","138","2592000","module/nc/farm/diy/74.swf","module/nc/farm/diy/74.jpg","module/nc/farm/diy/74b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/74.swf","mapped-not-extracted"
"89","鹊桥相间背景","浪漫七夕套装","1","background","0","23000","55","44","165","2592000","module/nc/farm/diy/89.swf","module/nc/farm/diy/89.jpg","module/nc/farm/diy/89b.jpg","","3","complete-swf","","extract-swf","deferred-validation","module/nc/farm/diy/89.swf","mapped-not-extracted"
"90","望月楼","浪漫七夕套装","2","house","0","16825","38","30","114","2592000","module/nc/farm/diy/90.swf","module/nc/farm/diy/90.jpg","module/nc/farm/diy/90b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/90.swf","mapped-not-extracted"
"91","矮围墙","浪漫七夕套装","3","fence","0","9568","23","18","69","2592000","module/nc/farm/diy/91.swf","module/nc/farm/diy/91.jpg","module/nc/farm/diy/91b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/91.swf","mapped-not-extracted"
"92","狗亭","浪漫七夕套装","4","doghouse","0","7806","18","15","55","2592000","module/nc/farm/diy/92.swf","module/nc/farm/diy/92.jpg","module/nc/farm/diy/92b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/92.swf","mapped-not-extracted"
"97","狮子座背景","梦幻星空套装","1","background","0","24086","55","44","165","2592000","module/nc/farm/diy/97.swf","module/nc/farm/diy/97.jpg","module/nc/farm/diy/97b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/97.swf","mapped-not-extracted"
"98","豪华城堡","梦幻星空套装","2","house","0","16825","38","30","114","2592000","module/nc/farm/diy/98.swf","module/nc/farm/diy/98.jpg","module/nc/farm/diy/98b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/98.swf","mapped-not-extracted"
"99","铁栅栏","梦幻星空套装","3","fence","0","8564","23","18","69","2592000","module/nc/farm/diy/99.swf","module/nc/farm/diy/99.jpg","module/nc/farm/diy/99b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/99.swf","mapped-not-extracted"
"100","看门狗窝","梦幻星空套装","4","doghouse","0","7587","18","15","55","2592000","module/nc/farm/diy/100.swf","module/nc/farm/diy/100.jpg","module/nc/farm/diy/100b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/100.swf","mapped-not-extracted"
"45","魔幻乐园背景","魔幻乐园套装","1","background","0","42199","144","115","720","2592000","module/nc/farm/diy/45.swf","module/nc/farm/diy/45.jpg","module/nc/farm/diy/45b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/45.swf","mapped-not-extracted"
"46","蘑菇小屋","魔幻乐园套装","2","house","0","29888","100","80","500","2592000","module/nc/farm/diy/46.swf","module/nc/farm/diy/46.jpg","module/nc/farm/diy/46b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/46.swf","mapped-not-extracted"
"47","迷幻栅栏","魔幻乐园套装","3","fence","0","18088","60","48","300","2592000","module/nc/farm/diy/47.swf","module/nc/farm/diy/47.jpg","module/nc/farm/diy/47b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/47.swf","mapped-not-extracted"
"48","迷你狗窝","魔幻乐园套装","4","doghouse","0","14399","48","38","240","2592000","module/nc/farm/diy/48.swf","module/nc/farm/diy/48.jpg","module/nc/farm/diy/48b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/48.swf","mapped-not-extracted"
"269","绿色背景","农场绿色装扮","1","background","0","25268","55","44","165","2592000","module/nc/farm/diy/269.swf","module/nc/farm/diy/269.jpg","module/nc/farm/diy/269b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/269.swf","mapped-not-extracted"
"270","绿色大屋","农场绿色装扮","2","house","0","16299","38","30","114","2592000","module/nc/farm/diy/270.swf","module/nc/farm/diy/270.jpg","module/nc/farm/diy/270b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/270.swf","mapped-not-extracted"
"271","绿色围栏","农场绿色装扮","3","fence","0","9108","23","18","69","2592000","module/nc/farm/diy/271.swf","module/nc/farm/diy/271.jpg","module/nc/farm/diy/271b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/271.swf","mapped-not-extracted"
"272","绿色狗窝","农场绿色装扮","4","doghouse","0","7856","18","15","55","2592000","module/nc/farm/diy/272.swf","module/nc/farm/diy/272.jpg","module/nc/farm/diy/272b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/272.swf","mapped-not-extracted"
"233","浓情绿野背景","浓情绿野套装","1","background","0","1","0","0","0","16070400","module/nc/farm/diy/233.swf","module/nc/farm/diy/233.jpg","module/nc/farm/diy/233b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/233.swf","mapped-not-extracted"
"234","尚品小屋","浓情绿野套装","2","house","0","1","0","0","0","16070400","module/nc/farm/diy/234.swf","module/nc/farm/diy/234.jpg","module/nc/farm/diy/234b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/234.swf","mapped-not-extracted"
"235","云白排桩","浓情绿野套装","3","fence","0","1","0","0","0","16070400","module/nc/farm/diy/235.swf","module/nc/farm/diy/235.jpg","module/nc/farm/diy/235b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/235.swf","mapped-not-extracted"
"236","名雅小窝","浓情绿野套装","4","doghouse","0","1","0","0","0","16070400","module/nc/farm/diy/236.swf","module/nc/farm/diy/236.jpg","module/nc/farm/diy/236b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/236.swf","mapped-not-extracted"
"49","欧洲田园风光","欧洲田园风光","1","background","0","50199","144","115","480","2592000","module/nc/farm/diy/49.swf","module/nc/farm/diy/49.jpg","module/nc/farm/diy/49b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/49.swf","mapped-not-extracted"
"50","欧式简装别墅","欧洲田园风光","2","house","0","30888","100","80","420","2592000","module/nc/farm/diy/50.swf","module/nc/farm/diy/50.jpg","module/nc/farm/diy/50b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/50.swf","mapped-not-extracted"
"51","欧式栅栏","欧洲田园风光","3","fence","0","20088","60","48","320","2592000","module/nc/farm/diy/51.swf","module/nc/farm/diy/51.jpg","module/nc/farm/diy/51b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/51.swf","mapped-not-extracted"
"52","欧洲风情小狗窝","欧洲田园风光","4","doghouse","0","20399","48","38","250","2592000","module/nc/farm/diy/52.swf","module/nc/farm/diy/52.jpg","module/nc/farm/diy/52b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/52.swf","mapped-not-extracted"
"41","浓情原野","青春草原套装","1","background","0","17280","65","52","346","2592000","module/nc/farm/diy/41.swf","module/nc/farm/diy/41.jpg","module/nc/farm/diy/41b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/41.swf","mapped-not-extracted"
"42","温情蒙古包","青春草原套装","2","house","0","12000","45","36","240","2592000","module/nc/farm/diy/42.swf","module/nc/farm/diy/42.jpg","module/nc/farm/diy/42b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/42.swf","mapped-not-extracted"
"43","怡情围毡","青春草原套装","3","fence","0","7200","28","22","144","2592000","module/nc/farm/diy/43.swf","module/nc/farm/diy/43.jpg","module/nc/farm/diy/43b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/43.swf","mapped-not-extracted"
"44","风情獒窝","青春草原套装","4","doghouse","0","5760","22","17","115","2592000","module/nc/farm/diy/44.swf","module/nc/farm/diy/44.jpg","module/nc/farm/diy/44b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/44.swf","mapped-not-extracted"
"229","蓝色海洋","去海边吧套装","1","background","0","25268","55","44","165","2592000","module/nc/farm/diy/229.swf","module/nc/farm/diy/229.jpg","module/nc/farm/diy/229b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/229.swf","mapped-not-extracted"
"230","红瓦小屋","去海边吧套装","2","house","0","16299","38","30","114","2592000","module/nc/farm/diy/230.swf","module/nc/farm/diy/230.jpg","module/nc/farm/diy/230b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/230.swf","mapped-not-extracted"
"231","木桩阑珊","去海边吧套装","3","fence","0","9108","23","18","69","2592000","module/nc/farm/diy/231.swf","module/nc/farm/diy/231.jpg","module/nc/farm/diy/231b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/231.swf","mapped-not-extracted"
"232","红瓦狗窝","去海边吧套装","4","doghouse","0","7856","18","15","55","2592000","module/nc/farm/diy/232.swf","module/nc/farm/diy/232.jpg","module/nc/farm/diy/232b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/232.swf","mapped-not-extracted"
"65","水果熟啦背景","入秋套装","1","background","0","23088","55","44","165","2592000","module/nc/farm/diy/65.swf","module/nc/farm/diy/65.jpg","module/nc/farm/diy/65b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/65.swf","mapped-not-extracted"
"66","动漫小屋","入秋套装","2","house","0","15999","38","30","114","2592000","module/nc/farm/diy/66.swf","module/nc/farm/diy/66.jpg","module/nc/farm/diy/66b.jpg","","3","complete-swf","","extract-swf","deferred-validation","module/nc/farm/diy/66.swf","mapped-not-extracted"
"67","铅笔栅栏","入秋套装","3","fence","0","9588","23","18","69","2592000","module/nc/farm/diy/67.swf","module/nc/farm/diy/67.jpg","module/nc/farm/diy/67b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/67.swf","mapped-not-extracted"
"68","可爱狗窝","入秋套装","4","doghouse","0","7688","18","15","55","2592000","module/nc/farm/diy/68.swf","module/nc/farm/diy/68.jpg","module/nc/farm/diy/68b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/68.swf","mapped-not-extracted"
"265","三亚背景","三亚套装","1","background","0","25268","55","44","165","2592000","module/nc/farm/diy/265.swf","module/nc/farm/diy/265.jpg","module/nc/farm/diy/265b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/265.swf","mapped-not-extracted"
"266","三亚大屋","三亚套装","2","house","0","16299","38","30","114","2592000","module/nc/farm/diy/266.swf","module/nc/farm/diy/266.jpg","module/nc/farm/diy/266b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/266.swf","mapped-not-extracted"
"267","三亚围栏","三亚套装","3","fence","0","9108","23","18","69","2592000","module/nc/farm/diy/267.swf","module/nc/farm/diy/267.jpg","module/nc/farm/diy/267b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/267.swf","mapped-not-extracted"
"268","三亚狗窝","三亚套装","4","doghouse","0","7856","18","15","55","2592000","module/nc/farm/diy/268.swf","module/nc/farm/diy/268.jpg","module/nc/farm/diy/268b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/268.swf","mapped-not-extracted"
"201","沙漠背景","沙漠套装","1","background","0","23088","55","44","165","2592000","module/nc/farm/diy/201.swf","module/nc/farm/diy/201.jpg","module/nc/farm/diy/201b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/201.swf","mapped-not-extracted"
"202","沙漠小屋","沙漠套装","2","house","0","15999","38","30","114","2592000","module/nc/farm/diy/202.swf","module/nc/farm/diy/202.jpg","module/nc/farm/diy/202b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/202.swf","mapped-not-extracted"
"203","沙漠栅栏","沙漠套装","3","fence","0","9588","23","18","69","2592000","module/nc/farm/diy/203.swf","module/nc/farm/diy/203.jpg","module/nc/farm/diy/203b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/203.swf","mapped-not-extracted"
"204","沙漠狗窝","沙漠套装","4","doghouse","0","7688","18","15","55","2592000","module/nc/farm/diy/204.swf","module/nc/farm/diy/204.jpg","module/nc/farm/diy/204b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/204.swf","mapped-not-extracted"
"238","圣诞小屋","圣诞节套装","2","house","0","1","0","0","0","16070400","module/nc/farm/diy/238.swf","module/nc/farm/diy/238.jpg","module/nc/farm/diy/238b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/238.swf","mapped-not-extracted"
"239","圣诞红栏","圣诞节套装","3","fence","0","1","0","0","0","16070400","module/nc/farm/diy/239.swf","module/nc/farm/diy/239.jpg","module/nc/farm/diy/239b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/239.swf","mapped-not-extracted"
"240","圣诞小窝","圣诞节套装","4","doghouse","0","1","0","0","0","16070400","module/nc/farm/diy/240.swf","module/nc/farm/diy/240.jpg","module/nc/farm/diy/240b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/240.swf","mapped-not-extracted"
"237","圣诞背景","圣诞节题套装","1","background","0","1","0","0","0","16070400","module/nc/farm/diy/237.swf","module/nc/farm/diy/237.jpg","module/nc/farm/diy/237b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/237.swf","mapped-not-extracted"
"16","圣诞快乐","圣诞快乐","1","background","0","14499","50","40","288","2592000","module/nc/farm/diy/16.swf","module/nc/farm/diy/16.jpg","module/nc/farm/diy/16b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/16.swf","mapped-not-extracted"
"17","圣诞雪屋","圣诞快乐","2","house","0","10099","40","32","200","2592000","module/nc/farm/diy/17.swf","module/nc/farm/diy/17.jpg","module/nc/farm/diy/17b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/17.swf","mapped-not-extracted"
"18","小院围墙","圣诞快乐","3","fence","0","5989","25","20","120","2592000","module/nc/farm/diy/18.swf","module/nc/farm/diy/18.jpg","module/nc/farm/diy/18b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/18.swf","mapped-not-extracted"
"19","圣诞狗窝","圣诞快乐","4","doghouse","0","5899","20","16","96","2592000","module/nc/farm/diy/19.swf","module/nc/farm/diy/19.jpg","module/nc/farm/diy/19b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/19.swf","mapped-not-extracted"
"245","世博家园背景","世博主题套装","1","background","0","1","0","0","0","16070400","module/nc/farm/diy/245.swf","module/nc/farm/diy/245.jpg","module/nc/farm/diy/245b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/245.swf","mapped-not-extracted"
"246","中国馆小屋","世博主题套装","2","house","0","1","0","0","0","16070400","module/nc/farm/diy/246.swf","module/nc/farm/diy/246.jpg","module/nc/farm/diy/246b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/246.swf","mapped-not-extracted"
"247","绿草红栏","世博主题套装","3","fence","0","1","0","0","0","16070400","module/nc/farm/diy/247.swf","module/nc/farm/diy/247.jpg","module/nc/farm/diy/247b.jpg","","3","complete-swf","","extract-swf","default","module/nc/farm/diy/247.swf","mapped-not-extracted"
